timestamp,test-class,test-method,time,description,result
"2022-06-03 16:27:21.836","acme.testing.inventor.talmonu.InventorTalmonuCreateTest","positiveTest",11971,""[1] recordIndex=0, code=AAAA, items=ABC-111, theme=P, explanation=D, startPeriod=2025/05/01 00:00, endPeriod=2025/05/08 00:00, expenditure=EUR 0.00, furtherInfo=https://www.twitch.tv"","OK"
"2022-06-03 16:27:31.819","acme.testing.inventor.talmonu.InventorTalmonuCreateTest","positiveTest",9736,""[2] recordIndex=1, code=BBBB, items=ABC-111-B, theme=100 caracteres100 caracteres100 caracteres100 caracteres100 caracteres100 caracteres100 caracteres10, explanation=255 caracteres255 caracteres255 caracteres255 caracteres255 caracteres255 caracteres255 caracteres255 caracteres255 caracteres255 caracteres255 caracteres255 caracteres255 caracteres255 caracteres255 caracteres255 caracteres255 caracteres255 caracteres255, startPeriod=2025/05/01 12:00, endPeriod=2027/05/10 12:00, expenditure=EUR 0.01, furtherInfo=null"","OK"
